6,0,0,0,0,20,0,0,0,0,0,0,1,0,0,6
6,717,98,3,330,13,15,0,0,0,0,0,2,0,0,3
6,0,0,0,0,4,0,0,0,0,0,0,1,0,0,6
6,0,0,0,0,20,0,0,0,0,0,0,2,1,0,6
10,14,73,60,38,21,0,0,0,0,0,0,1,0,0,7
6,0,0,0,0,20,0,0,0,0,0,0,1,0,0,6
6,0,0,0,0,19,18,17,0,0,0,0,2,1,0,4
4,42,29,25,43,6,8,11,0,0,0,0,2,1,0,2
2,23,44,67,12,4,0,0,0,0,0,0,3,0,0,1
6,0,0,0,0,20,0,0,0,0,0,0,1,0,0,6
7,0,0,0,0,19,14,0,0,0,0,0,1,0,0,4
10,11,70,57,38,21,0,0,0,0,0,0,1,0,0,7
7,0,0,0,0,19,0,0,0,0,0,0,1,2,0,4
6,0,0,0,0,20,0,0,0,0,0,0,2,0,0,6
9,12,71,57,40,21,0,0,0,0,0,0,1,0,0,7
6,697,160,3,332,15,0,0,0,0,0,0,1,0,0,3
2,30,43,67,11,4,0,0,0,0,0,0,3,0,0,1
10,15,70,63,36,21,0,0,0,0,0,0,2,0,0,7
6,0,0,0,0,14,17,16,0,0,0,0,2,0,0,4
6,734,95,2,280,15,0,0,0,0,0,0,1,2,0,3
5,45,33,12,103,11,7,8,5,0,0,0,4,0,0,2
2,21,42,64,24,4,5,0,0,0,0,0,2,0,0,1
3,33,37,27,72,11,10,7,0,0,0,0,2,0,0,2
6,761,184,4,337,14,13,0,0,0,0,0,1,0,0,3
4,24,20,26,106,9,7,8,6,11,0,0,1,0,0,2
6,0,0,0,0,4,20,0,0,0,0,0,2,1,0,6
3,38,27,23,65,5,0,0,0,0,0,0,4,2,0,2
9,11,81,56,31,21,0,0,0,0,0,0,2,1,0,7
9,11,69,65,33,21,0,0,0,0,0,0,2,0,0,7
6,83,35,24,103,18,0,0,0,0,0,0,5,0,0,5
1,31,43,10,71,1,0,0,0,0,0,0,2,0,0,0
2,22,42,69,20,5,4,0,0,0,0,0,2,0,0,1
8,82,39,14,63,18,0,0,0,0,0,0,1,0,0,5
2,16,45,69,26,5,0,0,0,0,0,0,3,0,0,1
7,0,0,0,0,18,16,17,0,0,0,0,1,0,0,4
9,11,67,62,30,21,0,0,0,0,0,0,1,0,0,7
10,17,65,62,39,21,0,0,0,0,0,0,2,0,0,7
5,33,29,13,90,6,5,8,10,0,0,0,4,2,0,2
5,18,26,17,49,10,7,11,8,0,0,0,1,2,0,2
6,0,0,0,0,4,0,0,0,0,0,0,2,1,0,6
2,18,44,70,14,5,0,0,0,0,0,0,3,0,0,1
11,13,82,64,33,21,0,0,0,0,0,0,2,0,0,7
10,17,79,64,38,21,0,0,0,0,0,0,2,0,0,7
5,41,29,25,123,5,6,10,9,0,0,0,2,1,0,2
6,0,0,0,0,16,17,0,0,0,0,0,2,0,0,4
6,694,76,2,345,15,0,0,0,0,0,0,1,0,0,3
3,39,31,17,76,6,10,9,8,0,0,0,1,2,0,2
6,0,0,0,0,20,0,0,0,0,0,0,2,0,0,6
6,0,0,0,0,20,0,0,0,0,0,0,1,0,0,6
